,pivot,size,it,disorder,exec_time
605,primeiro,100,5,0.45,0.0
606,primeiro,100,6,0.45,0.0
607,primeiro,100,7,0.45,0.0
608,primeiro,100,8,0.45,0.0009999275207519531
609,primeiro,100,9,0.45,0.0
610,primeiro,1000,0,0.45,0.0050013065338134766
611,primeiro,1000,1,0.45,0.00500035285949707
612,primeiro,1000,2,0.45,0.003999948501586914
613,primeiro,1000,3,0.45,0.004998683929443359
614,primeiro,1000,4,0.45,0.003998517990112305
615,primeiro,1000,5,0.45,0.004999876022338867
616,primeiro,1000,6,0.45,0.012003421783447266
617,primeiro,1000,7,0.45,0.005998134613037109
618,primeiro,1000,8,0.45,0.0050013065338134766
